,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group
605,Male,False,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.6500015258789,6094.25,No,61 - 72
606,Male,False,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0,3084.89990234375,No,37 - 48
607,Male,False,No,Yes,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),47.84999847412109,2356.75,No,49 - 60
608,Male,False,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.5500030517578,8306.0498046875,No,61 - 72
609,Female,True,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.39990234375,Yes,61 - 72
610,Male,False,Yes,Yes,No,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.950000762939453,248.9499969482422,Yes,1 - 12
611,Female,False,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.0499877929688,Yes,1 - 12
612,Male,False,No,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,20.549999237060547,1357.0999755859375,No,61 - 72
613,Female,True,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.8000030517578,4860.35009765625,No,37 - 48
614,Male,False,No,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.199951171875,No,49 - 60
615,Female,False,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.84999847412109,631.4000244140625,No,13 - 24
616,Male,False,No,No,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25,186.3000030517578,No,1 - 12
617,Female,True,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.8499984741211,6976.75,No,61 - 72
618,Female,False,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55000305175781,4884.85009765625,No,49 - 60
619,Female,False,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.55000305175781,522.9500122070312,No,1 - 12
620,Male,True,Yes,Yes,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.54999923706055,362.6000061035156,No,1 - 12
621,Female,False,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.0500030517578,5755.7998046875,No,61 - 72
622,Male,False,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.05000305175781,3355.64990234375,No,37 - 48
623,Female,False,No,No,Yes,No,No,,,,,,,Two year,No,Mailed check,19.700000762939453,406.9500122070313,No,13 - 24
624,Female,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),20.0,137.60000610351562,Yes,1 - 12
625,Female,False,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.1500015258789,2395.699951171875,No,25 - 36
626,Male,False,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.0999755859373,No,13 - 24
627,Female,True,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),104.5999984741211,6819.4501953125,No,61 - 72
628,Female,True,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.6500015258789,7943.4501953125,No,61 - 72
629,Male,True,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05000305175781,4547.25,Yes,49 - 60
630,Male,True,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.89990234375,Yes,37 - 48
631,Female,False,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.949951171875,No,37 - 48
632,Male,False,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8499984741211,6562.89990234375,No,61 - 72
633,Male,False,No,No,Yes,No,No,,,,,,,One year,No,Mailed check,20.350000381469727,176.3000030517578,No,1 - 12
634,Female,False,No,No,No,,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.54999923706055,2236.199951171875,No,37 - 48
635,Female,False,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.64990234375,Yes,61 - 72
636,Male,False,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.4499969482422,3109.89990234375,No,25 - 36
637,Female,False,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9000015258789,4911.35009765625,No,61 - 72
638,Male,True,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.5500030517578,5794.64990234375,Yes,49 - 60
639,Male,False,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.2999877929688,Yes,1 - 12
640,Male,False,Yes,Yes,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),25.399999618530277,1620.199951171875,No,61 - 72
641,Female,False,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.150001525878906,2499.300048828125,Yes,37 - 48
642,Male,False,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55000305175781,89.55000305175781,Yes,1 - 12
643,Female,True,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.8499984741211,4287.2001953125,No,49 - 60
644,Female,False,Yes,Yes,Yes,Yes,No,,,,,,,Month-to-month,Yes,Electronic check,25.25,394.8500061035156,No,13 - 24
645,Male,True,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5500030517578,1899.6500244140625,Yes,13 - 24
646,Male,False,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.70000076293945,45.70000076293945,Yes,1 - 12
647,Male,False,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,69.6500015258789,3442.14990234375,No,49 - 60
648,Female,True,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,Yes,1 - 12
649,Male,True,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.0,1732.5999755859375,No,13 - 24
650,Female,False,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55000305175781,222.3000030517578,Yes,1 - 12
651,Female,False,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.5999984741211,74.5999984741211,Yes,1 - 12
652,Male,False,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,20.100000381469727,655.2999877929688,No,25 - 36
653,Female,False,No,No,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,24.799999237060547,475.25,No,13 - 24
654,Female,True,No,No,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,19.649999618530277,164.3000030517578,Yes,1 - 12
655,Male,False,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.0999984741211,865.0999755859375,No,1 - 12
656,Male,False,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.8499984741211,6132.7001953125,No,61 - 72
657,Male,False,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.80000305175781,3597.5,No,37 - 48
658,Male,False,Yes,Yes,Yes,No,No,,,,,,,One year,No,Mailed check,19.850000381469727,35.900001525878906,Yes,1 - 12
659,Male,False,Yes,No,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),20.350000381469727,697.6500244140625,No,37 - 48
660,Female,False,No,No,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.0500030517578,Yes,1 - 12
661,Female,False,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7000122070313,No,1 - 12
662,Male,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.049999237060547,20.049999237060547,No,1 - 12
663,Male,False,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,69.55000305175781,4459.14990234375,No,61 - 72
664,Female,False,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.5,1167.5999755859375,No,49 - 60
665,Female,False,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1000061035156,No,1 - 12
666,Female,False,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.6500015258789,145.14999389648438,Yes,1 - 12
667,Male,False,No,No,No,,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.200000762939453,1453.0999755859375,No,49 - 60
668,Female,False,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.650001525878906,191.0500030517578,Yes,1 - 12
669,Female,False,Yes,No,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.79999923706055,4039.300048828125,No,61 - 72
670,Female,False,Yes,Yes,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),19.850000381469727,1039.449951171875,No,49 - 60
671,Male,False,Yes,Yes,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),25.549999237060547,1336.0999755859375,No,49 - 60
672,Female,False,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05000305175781,75.05000305175781,Yes,1 - 12
673,Male,False,No,No,Yes,Yes,No,,,,,,,Month-to-month,Yes,Credit card (automatic),24.850000381469727,493.3999938964844,No,13 - 24
674,Male,True,No,No,No,,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.150001525878906,2550.89990234375,Yes,49 - 60
675,Male,True,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.3499984741211,7246.14990234375,No,61 - 72
676,Female,False,No,No,Yes,Yes,No,,,,,,,One year,No,Bank transfer (automatic),24.549999237060547,1203.949951171875,No,37 - 48
677,Female,False,No,No,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.70000076293945,62.25,Yes,1 - 12
678,Male,False,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.9499969482422,313.6000061035156,No,1 - 12
679,Male,False,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4000015258789,3775.85009765625,No,37 - 48
680,Male,False,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,Yes,1 - 12
681,Female,False,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.80000305175781,4616.0498046875,No,61 - 72
682,Male,False,No,No,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.4000015258789,195.6499938964844,No,1 - 12
683,Female,True,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.39990234375,No,37 - 48
684,Female,False,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.0999984741211,71.0999984741211,No,1 - 12
685,Female,False,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.900001525878906,49.900001525878906,No,1 - 12
686,Male,False,No,No,Yes,Yes,No,,,,,,,One year,Yes,Bank transfer (automatic),24.600000381469727,1266.4000244140625,No,49 - 60
687,Male,True,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.0999984741211,Yes,1 - 12
688,Male,False,No,No,No,,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.100000381469727,1623.4000244140625,No,49 - 60
689,Male,False,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4000015258789,4149.4501953125,No,49 - 60
690,Male,False,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.450000762939453,20.450000762939453,No,1 - 12
691,Male,False,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,No,25 - 36
692,Male,False,No,Yes,Yes,No,No,,,,,,,One year,No,Credit card (automatic),20.549999237060547,1013.0499877929688,No,37 - 48
693,Female,False,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.0999984741211,270.70001220703125,Yes,1 - 12
694,Female,True,No,No,Yes,No,No,,,,,,,One year,Yes,Mailed check,20.049999237060547,417.0,No,13 - 24
695,Female,False,Yes,No,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.649999618530277,20.649999618530277,No,1 - 12
696,Male,False,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1500015258789,6316.2001953125,No,61 - 72
697,Male,False,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.150001525878906,168.14999389648438,Yes,1 - 12
698,Male,True,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.94999694824219,4018.050048828125,No,37 - 48
699,Male,False,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.60009765625,No,61 - 72
700,Male,False,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.29999923706055,4189.7001953125,No,61 - 72
701,Male,False,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.1500015258789,2848.449951171875,No,25 - 36
702,Male,False,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9000015258789,2516.199951171875,No,25 - 36
703,Female,False,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.549999237060547,33.599998474121094,No,1 - 12
704,Male,False,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.4499969482422,No,1 - 12
705,Female,False,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8499984741211,2015.3499755859373,Yes,25 - 36
706,Female,False,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.59999847412109,3739.800048828125,No,61 - 72
707,Male,True,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.6500015258789,2964.0,No,25 - 36
708,Male,False,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.30000305175781,2263.39990234375,No,25 - 36
709,Male,False,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.0999984741211,2211.800048828125,No,25 - 36
710,Male,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.549999237060547,19.549999237060547,Yes,1 - 12
711,Female,False,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.699951171875,No,13 - 24
712,Female,False,No,No,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),24.700000762939453,1519.0,No,49 - 60
713,Female,False,No,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.0,1164.050048828125,No,13 - 24
714,Male,False,Yes,No,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.399999618530277,1710.9000244140625,No,61 - 72
715,Male,False,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1500015258789,4245.5498046875,No,37 - 48
716,Female,False,Yes,No,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.89990234375,No,61 - 72
717,Male,False,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6500015258789,2664.300048828125,No,25 - 36
718,Female,False,No,No,No,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.34999847412109,1277.5,No,25 - 36
719,Male,True,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3499984741211,5589.2998046875,No,61 - 72
720,Male,False,Yes,Yes,Yes,No,No,,,,,,,One year,No,Mailed check,20.200000762939453,34.75,No,1 - 12
721,Male,False,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.549999237060547,1305.949951171875,No,61 - 72
722,Female,False,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.94999694824219,381.2999877929688,Yes,1 - 12
723,Male,False,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.34999847412109,141.5,Yes,1 - 12
724,Male,True,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.550048828125,Yes,25 - 36
725,Male,True,Yes,No,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,21.25,204.5500030517578,No,1 - 12
726,Female,False,No,No,Yes,Yes,No,,,,,,,Two year,No,Mailed check,26.25,605.9000244140625,No,13 - 24
727,Female,False,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.8499984741211,356.1000061035156,No,1 - 12
728,Female,True,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.6999969482422,2758.14990234375,Yes,25 - 36
729,Male,False,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.19999694824219,4805.64990234375,No,61 - 72
730,Female,False,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.699951171875,Yes,37 - 48
731,Male,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.350000381469727,92.75,No,1 - 12
732,Male,False,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1901.050048828125,No,25 - 36
733,Female,False,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05000305175781,5730.7001953125,No,61 - 72
734,Female,False,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.1500015258789,2423.39990234375,No,25 - 36
735,Male,False,Yes,Yes,No,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.59999847412109,1653.449951171875,No,25 - 36
736,Female,False,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.4499969482422,3327.050048828125,No,25 - 36
737,Male,False,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.0,7085.5,No,61 - 72
738,Male,True,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.3499984741211,3344.10009765625,No,37 - 48
739,Female,True,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.8499984741211,6697.35009765625,No,61 - 72
740,Female,False,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.89990234375,No,37 - 48
741,Female,False,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.44999694824219,137.10000610351562,No,1 - 12
742,Male,False,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.5500030517578,1008.5499877929688,Yes,1 - 12
743,Female,False,Yes,Yes,Yes,Yes,No,,,,,,,Two year,Yes,Mailed check,24.100000381469727,1551.5999755859375,No,61 - 72
744,Female,False,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.04999923706055,202.1499938964844,No,1 - 12
745,Female,True,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8000030517578,7882.25,No,61 - 72
746,Male,True,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.9499969482422,8196.400390625,No,61 - 72
747,Female,True,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05000305175781,202.8999938964844,No,1 - 12
748,Male,False,Yes,No,Yes,No,No,,,,,,,Two year,No,Mailed check,19.25,855.0999755859375,No,37 - 48
749,Female,False,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05000305175781,5817.0,No,61 - 72
750,Female,False,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.70000076293945,1652.949951171875,No,25 - 36
751,Male,False,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.1500015258789,5600.14990234375,No,61 - 72
752,Male,False,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.3499984741211,515.75,No,1 - 12
753,Male,False,No,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,20.25,2302.0628607304257,No,
754,Female,False,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.3499984741211,190.5,No,1 - 12
755,Male,True,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5500030517578,1842.800048828125,Yes,13 - 24
756,Male,False,No,No,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.700000762939453,1253.800048828125,No,61 - 72
757,Female,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.850000381469727,57.20000076293945,No,1 - 12
758,Female,False,No,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9000015258789,1269.550048828125,Yes,13 - 24
759,Female,False,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.3499984741211,6563.39990234375,No,61 - 72
760,Male,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.799999237060547,20.799999237060547,No,1 - 12
761,Female,False,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.8499755859373,Yes,13 - 24
762,Male,False,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.30000305175781,208.8500061035156,Yes,1 - 12
763,Female,False,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.8499984741211,4758.7998046875,No,61 - 72
764,Male,False,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,19.899999618530277,1292.5999755859375,No,61 - 72
765,Female,False,No,No,No,,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.79999923706055,363.1499938964844,No,1 - 12
766,Male,False,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.8499984741211,1600.25,No,13 - 24
767,Male,False,No,No,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),20.399999618530277,275.70001220703125,No,13 - 24
768,Male,False,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.10009765625,No,37 - 48
769,Male,False,Yes,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.80000305175781,1175.5999755859375,No,13 - 24
770,Male,False,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Credit card (automatic),20.450000762939453,237.3000030517578,No,1 - 12
771,Male,False,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3499984741211,1444.6500244140625,Yes,13 - 24
